-1.037180000000000122e-05	1.664149999999999983e-06	-8.168159999999999736e-06	1.903009999999999928e-05	5.441150000000000412e-06	1.087129999999999915e-06	-9.407350000000000656e-06	-5.528350000000000695e-05	2.381020000000000117e-05	-2.138070000000000012e-05
5.151489999999999699e-05	-4.583950000000000047e-05	1.127959999999999954e-05	-4.354209999999999601e-06	-5.398319999999999502e-05	9.513000000000000568e-05	2.057100000000000007e-05	-7.599270000000000851e-05	-3.696260000000000420e-05	-3.148360000000000465e-05
4.061690000000000070e-04	4.146050000000000191e-04	1.574710000000000107e-04	1.014670000000000096e-04	-1.580350000000000006e-04	-2.780859999999999799e-04	7.833049999999999822e-05	-3.214259999999999817e-04	5.512779999999999758e-05	3.185359999999999602e-04
1.170299999999999959e-04	3.494790000000000551e-06	1.168089999999999856e-05	-7.141860000000000092e-05	-3.342620000000000194e-05	7.689849999999999736e-07	3.856530000000000158e-05	7.987899999999999872e-05	-7.381289999999999932e-05	-7.719050000000000575e-05
2.273409999999999906e-04	1.530920000000000176e-04	-2.179579999999999891e-05	-1.787249999999999939e-04	1.768670000000000127e-04	-1.298349999999999927e-04	1.872690000000000192e-05	2.264970000000000102e-04	-1.399170000000000090e-04	-2.186620000000000013e-04
-1.278700000000000073e-04	1.224780000000000020e-04	1.293589999999999925e-05	4.206470000000000402e-05	-1.464920000000000198e-04	-1.421340000000000049e-04	8.043640000000000121e-05	-2.119049999999999981e-04	-2.765770000000000186e-04	1.017279999999999991e-04
2.017149999999999889e-04	8.624350000000000191e-05	3.631550000000000153e-05	-1.136179999999999954e-04	-1.814220000000000123e-04	-2.785650000000000002e-05	4.223529999999999862e-05	-2.788450000000000043e-04	1.154829999999999919e-04	3.102669999999999891e-05
6.746570000000000019e-05	1.005689999999999921e-04	2.734489999999999631e-05	-6.714780000000000108e-05	7.430350000000000442e-05	-3.958219999999999518e-05	1.441140000000000063e-05	6.965499999999999632e-05	-4.981229999999999740e-05	-1.721640000000000139e-04
1.254249999999999994e-04	-1.632139999999999860e-04	1.509210000000000141e-04	9.223339999999999685e-05	-1.078449999999999949e-04	-2.394889999999999867e-06	-3.520230000000000176e-06	-1.494190000000000004e-04	4.851920000000000126e-05	3.272319999999999868e-05
-1.045329999999999968e-04	-1.878349999999999931e-04	1.762090000000000065e-04	-1.441450000000000099e-04	-2.030970000000000106e-04	1.795459999999999916e-04	1.244820000000000052e-04	-5.613660000000000053e-05	1.116139999999999922e-04	-3.946949999999999742e-04
-6.266140000000000284e-05	-4.186330000000000151e-04	8.541420000000000631e-05	-1.095560000000000061e-04	-1.262070000000000065e-04	1.427870000000000137e-04	1.734059999999999725e-04	-2.475420000000000094e-04	1.317350000000000118e-04	-3.997319999999999736e-04
5.501530000000000569e-04	3.240399999999999943e-04	1.213710000000000108e-05	1.993680000000000061e-04	-3.141329999999999687e-04	-2.576540000000000102e-04	2.040330000000000030e-04	-3.186700000000000101e-04	-2.209390000000000204e-04	-1.196949999999999983e-04
2.235440000000000268e-04	1.419190000000000078e-03	-2.785779999999999745e-04	6.134750000000000446e-04	-5.292010000000000176e-05	-4.289120000000000026e-05	1.216039999999999965e-05	-8.575749999999999606e-04	-4.046149999999999877e-04	1.153879999999999923e-03
3.152260000000000207e-05	-4.856779999999999941e-05	4.818200000000000049e-05	6.548800000000000725e-05	1.201989999999999922e-04	-7.043919999999999468e-05	3.455690000000000113e-05	-6.948830000000000349e-05	3.616319999999999962e-05	-1.631059999999999932e-04
-7.206380000000000619e-05	5.971569999999999477e-05	-1.344709999999999937e-04	-3.317999999999999877e-04	1.113960000000000021e-04	1.543570000000000131e-04	-1.854470000000000153e-04	-2.442440000000000149e-04	-3.346219999999999685e-04	2.245460000000000012e-05
3.526830000000000671e-06	2.951089999999999963e-04	2.242320000000000175e-04	-4.139219999999999987e-05	2.367159999999999881e-04	-1.352570000000000096e-04	5.601620000000000080e-04	1.030060000000000096e-04	-7.865680000000000219e-05	1.657279999999999962e-04
