page_you	-1.03718e-05	1.66415e-06	-8.16816e-06	1.90301e-05	5.44115e-06	1.08713e-06	-9.40735e-06	-5.52835e-05	2.38102e-05	-2.13807e-05
page_i	5.15149e-05	-4.58395e-05	1.12796e-05	-4.35421e-06	-5.39832e-05	9.513e-05	2.0571e-05	-7.59927e-05	-3.69626e-05	-3.14836e-05
page_the	0.000406169	0.000414605	0.000157471	0.000101467	-0.000158035	-0.000278086	7.83305e-05	-0.000321426	5.51278e-05	0.000318536
page_it	0.00011703	3.49479e-06	1.16809e-05	-7.14186e-05	-3.34262e-05	7.68985e-07	3.85653e-05	7.9879e-05	-7.38129e-05	-7.71905e-05
page_'s	0.000227341	0.000153092	-2.17958e-05	-0.000178725	0.000176867	-0.000129835	1.87269e-05	0.000226497	-0.000139917	-0.000218662
page_a	-0.00012787	0.000122478	1.29359e-05	4.20647e-05	-0.000146492	-0.000142134	8.04364e-05	-0.000211905	-0.000276577	0.000101728
page_to	0.000201715	8.62435e-05	3.63155e-05	-0.000113618	-0.000181422	-2.78565e-05	4.22353e-05	-0.000278845	0.000115483	3.10267e-05
page_that	6.74657e-05	0.000100569	2.73449e-05	-6.71478e-05	7.43035e-05	-3.95822e-05	1.44114e-05	6.9655e-05	-4.98123e-05	-0.000172164
page_we	0.000125425	-0.000163214	0.000150921	9.22334e-05	-0.000107845	-2.39489e-06	-3.52023e-06	-0.000149419	4.85192e-05	3.27232e-05
page_n't	-0.000104533	-0.000187835	0.000176209	-0.000144145	-0.000203097	0.000179546	0.000124482	-5.61366e-05	0.000111614	-0.000394695
page_do	-6.26614e-05	-0.000418633	8.54142e-05	-0.000109556	-0.000126207	0.000142787	0.000173406	-0.000247542	0.000131735	-0.000399732
page_and	0.000550153	0.00032404	1.21371e-05	0.000199368	-0.000314133	-0.000257654	0.000204033	-0.00031867	-0.000220939	-0.000119695
page_of	0.000223544	0.00141919	-0.000278578	0.000613475	-5.29201e-05	-4.28912e-05	1.21604e-05	-0.000857575	-0.000404615	0.00115388
page_what	3.15226e-05	-4.85678e-05	4.8182e-05	6.5488e-05	0.000120199	-7.04392e-05	3.45569e-05	-6.94883e-05	3.61632e-05	-0.000163106
page_no	-7.20638e-05	5.97157e-05	-0.000134471	-0.0003318	0.000111396	0.000154357	-0.000185447	-0.000244244	-0.000334622	2.24546e-05
page_is	3.52683e-06	0.000295109	0.000224232	-4.13922e-05	0.000236716	-0.000135257	0.000560162	0.000103006	-7.86568e-05	0.000165728
page_me	-7.56931e-05	-1.73567e-05	-0.000148442	-6.69668e-05	-5.79255e-05	-6.59358e-05	-8.1835e-06	-3.99422e-05	1.49307e-05	-3.08106e-05
page_this	-4.21501e-05	-0.000105337	6.47055e-05	4.22141e-05	-4.12096e-06	-5.26843e-06	0.000269191	-0.00012574	-5.66109e-05	6.26449e-05
page_in	0.000418348	0.000685882	0.000390067	0.000538887	-0.000274586	-0.000770027	3.22192e-05	-0.000821471	-0.000178434	0.000813028
page_on	4.41327e-05	-8.09441e-05	1.57663e-08	6.76511e-05	-5.21645e-05	1.86783e-05	-3.36915e-05	-2.35016e-05	-5.01922e-05	-3.84545e-05
page_'re	0.000387898	-7.02393e-05	0.000386701	0.000126006	0.000360765	9.48681e-05	-0.000463006	-0.00133672	5.20412e-05	-8.01442e-06
page_'m	0.000610095	0.00015133	0.000231562	-5.40962e-06	-5.44382e-05	0.000829606	-7.1817e-05	-0.000585261	-0.000413975	-0.000227356
page_know	5.7911e-05	8.38574e-06	-4.4261e-05	4.59839e-05	-3.0136e-05	0.00031315	0.000180087	-0.00040663	0.000101599	-0.000384316
page_are	0.000353616	-3.74962e-05	-2.27961e-06	0.000483937	0.000344153	-3.34151e-05	-0.000196193	-0.000379519	0.000526559	-6.66617e-05
page_all	0.000634925	0.000314127	0.00013555	0.00046479	0.000123081	-2.67726e-06	-0.000739531	0.000603214	0.000818923	0.000417131
page_he	3.90886e-05	0.000624396	0.000283569	-9.10278e-05	0.000393535	-0.000349272	-4.69594e-05	0.000310578	0.000378807	-0.000225802
page_right	0.000150293	5.22443e-05	1.42994e-05	0.000191356	3.47545e-05	0.000130724	-0.000276461	0.000158566	0.000266801	-1.88032e-05
page_not	0.00037614	0.000168352	0.000258468	-8.84802e-05	0.000392416	6.5076e-05	-4.13355e-05	-9.99698e-05	-0.000485384	-0.00010085
page_have	0.000181073	-1.89971e-06	0.000129854	4.75111e-05	-0.000447636	-0.000181573	0.000152408	-0.000482802	-8.37485e-05	3.48048e-05
page_for	-3.29959e-05	0.00028745	-0.000477456	0.000237864	-0.000135184	-0.000114363	0.000424575	-0.000598001	-0.000344307	0.000332494
page_got	0.000249557	-0.000229392	-0.000203199	0.00014281	-0.000274443	8.16496e-05	0.000186722	-0.000184785	-0.00025141	-1.97189e-05
page_my	8.90877e-05	0.00013394	-0.000310489	-0.00012258	-9.24771e-06	0.000315392	0.00010322	9.81085e-05	-2.76344e-05	0.000111408
page_was	-1.27944e-05	0.000178877	5.97904e-05	1.6773e-05	-1.27026e-05	3.20569e-05	7.26752e-05	0.000221725	-0.000413572	-0.000327182
page_yeah	-2.58055e-05	-0.000212916	4.36451e-05	-4.86745e-05	0.000185309	0.000155297	0.000137003	-0.00015044	-0.000143504	5.72055e-05
page_be	3.15481e-05	0.000214979	6.50221e-05	1.08223e-05	-0.000191923	3.53717e-05	3.88995e-05	-5.53824e-05	5.44671e-05	-3.05009e-05
page_here	0.00010516	-9.62718e-05	5.54386e-05	0.000142904	-7.69924e-05	0.000222084	-0.000235094	-7.93711e-05	0.000129604	-7.42428e-05
page_time	-0.000441795	0.00076359	0.000863864	0.000361815	8.16419e-05	-0.00122279	0.000272693	-0.00151472	-0.00101965	0.000650492
page_na	-0.000191517	0.000585828	0.0011007	-0.000559878	4.92272e-05	0.00012713	-0.000200597	-0.000259161	0.000602094	-0.000278443
page_did	4.90682e-05	-1.21319e-05	8.76138e-05	1.95696e-05	-0.000103832	1.49705e-05	0.000146869	-5.45171e-06	0.000160431	-0.000183176
